id,department,number,school,title,course_level,department_alias,units,description,department_name,professor_history,prerequisite_tree,prerequisite_list,prerequisite_text,prerequisite_for,repeatability,grading_option,concurrent,same_as,restriction,overlap,corequisite,ge_list,ge_text,terms
CHINESE10,CHINESE,10,School of Humanities,Peer Tutoring Program,Lower Division (1-99),[],"[1, 1]",Tutoring Program in which advanced Chinese students provide assistance to students at a lower level. One hour of tutoring per week.,Chinese,[],,[],,[],May be taken for credit 4 times.,Workload Credit P/NP Only.,,,,,,[],,['2022 Fall']
CHINESE100A,CHINESE,100A,School of Humanities,Classical Chinese,Upper Division (100-199),[],"[4, 4]",Introduction to classical Chinese grammar and vocabulary with emphasis on reading basic texts.,Chinese,"['mafuller', 'bms']","{""OR"":[""KOREAN 3C"",""CHINESE 3C"",""JAPANSE 3C""]}","['CHINESE 3C', 'JAPANSE 3C', 'KOREAN 3C']", CHINESE 3C or JAPANSE 3C or KOREAN 3C,[],,,,,,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
CHINESE100B,CHINESE,100B,School of Humanities,Classical Chinese,Upper Division (100-199),[],"[4, 4]",Introduction to classical Chinese grammar and vocabulary with emphasis on reading basic texts.,Chinese,"['mafuller', 'bms']","{""OR"":[""KOREAN 3C"",""CHINESE 3C"",""JAPANSE 3C""]}","['CHINESE 3C', 'JAPANSE 3C', 'KOREAN 3C']", CHINESE 3C or JAPANSE 3C or KOREAN 3C,[],,,,,,,,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
CHINESE100C,CHINESE,100C,School of Humanities,Classical Chinese,Upper Division (100-199),[],"[4, 4]",Introduction to classical Chinese grammar and vocabulary with emphasis on reading basic texts.,Chinese,"['mafuller', 'bms']","{""OR"":[""KOREAN 3C"",""CHINESE 3C"",""JAPANSE 3C""]}","['CHINESE 3C', 'JAPANSE 3C', 'KOREAN 3C']", CHINESE 3C or JAPANSE 3C or KOREAN 3C,"['CHINESE 202', 'CHINESE 204', 'CHINESE 211A', 'CHINESE 212A', 'CHINESE 213A', 'CHINESE 214', 'CHINESE 230']",,,,,,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
CHINESE101A,CHINESE,101A,School of Humanities,Fourth-Year Mandarin Chinese,Upper Division (100-199),[],"[4, 4]","Continued emphasis on comprehension, grammar, and proficiency in reading, composition, and conversation through intensive study and analysis of specific literary texts.",Chinese,"['huying', 'mwhuang', 'yypetsen', 'bms']","{""AND"":[""CHINESE 3C""]}",['CHINESE 3C'], CHINESE 3C,['CHINESE 230'],,,,,,,,[],,[]
CHINESE101B,CHINESE,101B,School of Humanities,Fourth-Year Mandarin Chinese,Upper Division (100-199),[],"[4, 4]","Continued emphasis on comprehension, grammar, and proficiency in reading, composition, and conversation through intensive study and analysis of specific literary texts.",Chinese,"['huying', 'mwhuang', 'yypetsen', 'bms']","{""AND"":[""CHINESE 3C""]}",['CHINESE 3C'], CHINESE 3C,[],,,,,,,,[],,[]
CHINESE101C,CHINESE,101C,School of Humanities,Fourth-Year Mandarin Chinese,Upper Division (100-199),[],"[4, 4]","Continued emphasis on comprehension, grammar, and proficiency in reading, composition, and conversation through intensive study and analysis of specific literary texts.",Chinese,"['huying', 'mwhuang', 'yypetsen', 'bms']","{""AND"":[""CHINESE 3C""]}",['CHINESE 3C'], CHINESE 3C,"['CHINESE 201', 'CHINESE 203', 'CHINESE 214']",,,,,,,,[],,[]
CHINESE115,CHINESE,115,School of Humanities,Topics in Chinese Literature: Advanced Texts,Upper Division (100-199),[],"[4, 4]","Designed for students with near-fluency in reading Chinese. Readings may include both literary and philosophical work by important writers, but the emphasis is on literary texts and writings that interpret those texts.",Chinese,"['huying', 'mwhuang', 'bms']",,[],,[],Unlimited as topics vary.,,,,,,,[],,"['2019 Winter', '2019 Spring', '2020 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2022 Winter', '2022 Spring']"
CHINESE199,CHINESE,199,School of Humanities,Independent Study,Upper Division (100-199),[],"[1, 4]",Investigation of special topics through directed reading in Chinese. Paper required.,Chinese,"['rhsieh', 'mwhuang', 'bms', 'jessic13', 'huying', 'mafuller', 'hjliu']",,[],,[],May be taken for credit for 12 units.,,,,,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
CHINESE1A,CHINESE,1A,School of Humanities,Fundamental Mandarin Chinese,Lower Division (1-99),[],"[5, 5]","Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'yypetsen', 'bms']","{""AND"":[""PLACEMENT EXAM or authorization""]}",['PLACEMENT EXAM or authorization'],PLACEMENT EXAM or authorization,"['CHINESE 1B', 'CHINESE S1AB']",,,,,CHINESE 1A and CHINESE 1DA and CHINESE 1MA and CHINESE S1AB may not be taken for full credit.,"CHINESE S1AB, CHINESE 1MA, CHINESE 1DA.",,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
CHINESE1B,CHINESE,1B,School of Humanities,Fundamental Mandarin Chinese,Lower Division (1-99),[],"[5, 5]","Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 1A"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 1A']",( CHINESE 1A OR PLACEMENT EXAM or authorization ),"['CHINESE 1C', 'CHINESE S1AB', 'CHINESE S1BC']",,,,,CHINESE 1B and CHINESE 1DB and CHINESE 1MB and CHINESE S1AB and CHINESE S1BC may not be taken for full credit.,"CHINESE S1AB, CHINESE S1BC, CHINESE 1MB, CHINESE 1DB.",,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
CHINESE1C,CHINESE,1C,School of Humanities,Fundamental Mandarin Chinese,Lower Division (1-99),[],"[5, 5]","Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with no previous experience in any dialect of Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 1B"",""CHINESE S1AB""]}","['CHINESE 1B', 'CHINESE S1AB']", CHINESE 1B or CHINESE S1AB. CHINESE 1B with a grade of C or better. CHINESE S1AB with a grade of C or better. Placement into CHINESE 1C is also accepted.,"['CHINESE S1BC', 'CHINESE 2A']",,,,,CHINESE 1C and CHINESE 1DC and CHINESE 1MC and CHINESE S1BC may not be taken for full credit.,"CHINESE 1DC, CHINESE 1MC, CHINESE S1BC.",,['GE VI: Language Other Than English'],(VI),"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
CHINESE1MA,CHINESE,1MA,School of Humanities,Fundamentals of Mandarin Chinese - Mandarin Background Track,Lower Division (1-99),[],"[5, 5]","Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with previous background in Mandarin Chinese.  Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'yypetsen']","{""AND"":[""PLACEMENT EXAM or authorization""]}",['PLACEMENT EXAM or authorization'],PLACEMENT EXAM or authorization,"['CHINESE 1MB', 'CHINESE S1AB', 'CHINESE S1BC']",,,,,CHINESE 1MA and CHINESE 1DA and CHINESE 1A and CHINESE S1AB may not be taken for full credit.,"CHINESE 1DA, CHINESE 1A, CHINESE S1AB.",,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
CHINESE1MB,CHINESE,1MB,School of Humanities,Fundamentals of Mandarin Chinese - Mandarin Background Track,Lower Division (1-99),[],"[5, 5]","Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with previous background in Mandarin Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'yypetsen']","{""OR"":[""CHINESE 1MA"",""PLACEMENT EXAM or authorization""]}","['CHINESE 1MA', 'PLACEMENT EXAM or authorization']",( CHINESE 1MA OR PLACEMENT EXAM or authorization ),"['CHINESE 1MC', 'CHINESE S1BC']",,,,,CHINESE 1MB and CHINESE 1DB and CHINESE 1B and CHINESE S1AB and CHINESE S1BC may not be taken for full credit.,"CHINESE 1B, CHINESE 1DB, CHINESE S1AB, CHINESE S1BC.",,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
CHINESE1MC,CHINESE,1MC,School of Humanities,Fundamentals of Mandarin Chinese - Mandarin Background Track,Lower Division (1-99),[],"[5, 5]","Natural approach emphasizing four fundamental skills: listening, speaking, reading and writing. Specifically designed for students with previous background in Mandarin Chinese. Conducted in Mandarin Chinese using the Pinyin system of Romanization, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 1MB"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 1MB']",( CHINESE 1MB OR PLACEMENT EXAM or authorization ),"['CHINESE S1BC', 'CHINESE 2A', 'CHINESE 2MA']",,,,,CHINESE 1MC and CHINESE 1DC and CHINESE 1C and CHINESE S1BC may not be taken for full credit.,"CHINESE 1C, CHINESE 1DC, CHINESE S1BC.",,['GE VI: Language Other Than English'],(VI),"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
CHINESE201,CHINESE,201,School of Humanities,Readings in Traditional Chinese Narrative and Prose,Graduate/Professional Only (200+),[],"[4, 4]","Close reading of selected premodern prose texts such as historical narratives, novels, short stories, and essays.",Chinese,"['mwhuang', 'bms', 'mafuller']",,[], CHINESE 101C,[],Unlimited as topics vary.,,,,,,,[],,"['2019 Fall', '2020 Winter', '2020 Spring']"
CHINESE202,CHINESE,202,School of Humanities,Readings in Traditional Chinese Poetry,Graduate/Professional Only (200+),[],"[4, 4]",Close readings of selected premodern poetic texts.,Chinese,"['mafuller', 'mwhuang']","{""AND"":[""CHINESE 100C""]}",['CHINESE 100C'], CHINESE 100C,[],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE203,CHINESE,203,School of Humanities,Readings in Modern Chinese Literature,Graduate/Professional Only (200+),[],"[4, 4]",Close readings of selected modern literary texts.,Chinese,['huying'],,[], CHINESE 101C,[],Unlimited as topics vary.,,,,,,,[],,['2019 Fall']
CHINESE204,CHINESE,204,School of Humanities,Readings in Chinese Literary and Cultural Theory,Graduate/Professional Only (200+),[],"[4, 4]",Close readings of selected texts in premodern criticism and theory.,Chinese,['mafuller'],"{""AND"":[""CHINESE 100C""]}",['CHINESE 100C'], CHINESE 100C,[],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE211A,CHINESE,211A,School of Humanities,Studies in Traditional Chinese Narrative and Prose,Graduate/Professional Only (200+),[],"[4, 4]","Two-quarter seminar in traditional Chinese narrative and prose, with topics varying from year to year.",Chinese,"['huying', 'mwhuang']","{""AND"":[""CHINESE 100C""]}",['CHINESE 100C'], CHINESE 100C,['CHINESE 211B'],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE211B,CHINESE,211B,School of Humanities,Studies in Traditional Chinese Narrative and Prose,Graduate/Professional Only (200+),[],"[4, 4]","Two-quarter seminar in traditional Chinese narrative and prose, with topics varying from year to year.",Chinese,"['huying', 'mwhuang']","{""AND"":[""CHINESE 211A""]}",['CHINESE 211A'], CHINESE 211A,[],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE212A,CHINESE,212A,School of Humanities,Studies in Traditional Chinese Poetry,Graduate/Professional Only (200+),[],"[4, 4]","Two-quarter seminar in traditional Chinese poetry, with topics varying from year to year.",Chinese,['mafuller'],"{""AND"":[""CHINESE 100C""]}",['CHINESE 100C'], CHINESE 100C,['CHINESE 212B'],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE212B,CHINESE,212B,School of Humanities,Studies in Traditional Chinese Poetry,Graduate/Professional Only (200+),[],"[4, 4]","Two-quarter seminar in traditional Chinese poetry, with topics varying from year to year.",Chinese,['mafuller'],"{""AND"":[""CHINESE 212A""]}",['CHINESE 212A'], CHINESE 212A,[],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE213A,CHINESE,213A,School of Humanities,Studies in Modern Chinese Literature,Graduate/Professional Only (200+),[],"[4, 4]","Two-quarter seminar in modern Chinese literature, with topics varying from year to year. Research paper required.",Chinese,"['huying', 'mwhuang']","{""AND"":[""CHINESE 100C""]}",['CHINESE 100C'], CHINESE 100C,['CHINESE 213B'],Unlimited as topics vary.,,,,,,,[],,"['2019 Fall', '2020 Winter']"
CHINESE213B,CHINESE,213B,School of Humanities,Studies in Modern Chinese Literature,Graduate/Professional Only (200+),[],"[4, 4]","Two-quarter seminar in modern Chinese literature, with topics varying from year to year. Research paper required.",Chinese,"['huying', 'mwhuang']","{""AND"":[""CHINESE 213A""]}",['CHINESE 213A'], CHINESE 213A,[],Unlimited as topics vary.,,,,,,,[],,['2020 Spring']
CHINESE214,CHINESE,214,School of Humanities,Studies in Chinese Literature and Cultural Theory,Graduate/Professional Only (200+),[],"[4, 4]","Seminar in Chinese literature and cultural theory, with topics varying from year to year. Research paper required.",Chinese,"['huying', 'mwhuang']","{""OR"":[""CHINESE 100C"",""CHINESE 101C""]}","['CHINESE 100C', 'CHINESE 101C']", CHINESE 100C or CHINESE 101C,[],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE230,CHINESE,230,School of Humanities,Topics in Chinese Literature and Culture,Graduate/Professional Only (200+),[],"[4, 4]","Seminar in Chinese literature and culture, with topics varying from year to year. Research paper required.",Chinese,"['huying', 'mafuller', 'mwhuang']","{""OR"":[""CHINESE 100C"",""CHINESE 101A""]}","['CHINESE 100C', 'CHINESE 101A']", CHINESE 100C or CHINESE 101A,[],Unlimited as topics vary.,,,,,,,[],,[]
CHINESE290,CHINESE,290,School of Humanities,Independent Study,Graduate/Professional Only (200+),[],"[4, 4]",Directed research on topic determined in consultation with faculty member. A term paper or project is required.,Chinese,"['huying', 'mafuller', 'mwhuang', 'bms']",,[],,[],May be repeated for credit unlimited times.,,,,,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
CHINESE299,CHINESE,299,School of Humanities,Dissertation Research,Graduate/Professional Only (200+),[],"[4, 12]",Dissertation research with Chinese faculty.,Chinese,"['huying', 'mafuller', 'mwhuang', 'bms']",,[], Advancement to Ph.D. candidacy.,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,,,,[],,"['2019 Winter', '2019 Spring', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Fall']"
CHINESE2A,CHINESE,2A,School of Humanities,Intermediate Mandarin Chinese,Lower Division (1-99),[],"[5, 5]","Both authentic and pedagogically-prepared materials are used to further develop students' ability to communicate in culturally, socially, and linguistically appropriate manners. Taught in Chinese using Pinyin romanization system and both traditional and simplified forms of Chinese.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 1C"",""CHINESE 1MC"",""CHINESE S1BC"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 1C', 'CHINESE 1MC', 'CHINESE S1BC']",( CHINESE 1C OR CHINESE 1MC OR CHINESE S1BC OR PLACEMENT EXAM or authorization ),['CHINESE 2B'],,,,,,"CHINESE 2DA, CHINESE 2MA.",,['GE VIII: International/Global Issues'],(VIII),"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
CHINESE2B,CHINESE,2B,School of Humanities,Intermediate Mandarin Chinese,Lower Division (1-99),[],"[5, 5]","Both authentic and pedagogically-prepared materials are used to further develop students' ability to communicate in culturally, socially, and linguistically appropriate manners. Taught in Chinese using Pinyin romanization system and both traditional and simplified forms of Chinese.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 2A"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 2A']",( CHINESE 2A OR PLACEMENT EXAM or authorization ),['CHINESE 2C'],,,,,CHINESE 2B and CHINESE 2DB and CHINESE 2MB may not be taken for full credit.,"CHINESE 2DB, CHINESE 2MB.",,['GE VIII: International/Global Issues'],(VIII),"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
CHINESE2C,CHINESE,2C,School of Humanities,Intermediate Mandarin Chinese,Lower Division (1-99),[],"[5, 5]","Both authentic and pedagogically-prepared materials are used to further develop students' ability to communicate in culturally, socially, and linguistically appropriate manners. Taught in Chinese using Pinyin romanization system and both traditional and simplified forms of Chinese.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 2B"",""PLACEMENT EXAM or authorization""]}","['CHINESE 2B', 'PLACEMENT EXAM or authorization']",( CHINESE 2B OR PLACEMENT EXAM or authorization ),['CHINESE 3A'],,,,,CHINESE 2C and CHINESE 2DC and CHINESE 2MC may not be taken for full credit.,"CHINESE 2DC, CHINESE 2MC.",,['GE VIII: International/Global Issues'],(VIII),"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
CHINESE2MA,CHINESE,2MA,School of Humanities,Intermediate Mandarin Chinese - Mandarin Background Track,Lower Division (1-99),[],"[5, 5]","Authentic and pedagogically prepared materials are used to further develop communication in culturally, socially, and linguistically appropriate manners for students with initial experience in Mandarin Chinese. Conducted in Mandarin using the Pinyin Romanization system, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'yypetsen']","{""OR"":[""CHINESE 1MC"",""CHINESE S1BC"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 1MC', 'CHINESE S1BC']",( CHINESE 1MC OR CHINESE S1BC OR PLACEMENT EXAM or authorization ),[],,,,,CHINESE 2MA and CHINESE 2DA and CHINESE 2A may not be taken for full credit.,"CHINESE 2A, CHINESE 2DA.",,['GE VIII: International/Global Issues'],(VIII),[]
CHINESE2MB,CHINESE,2MB,School of Humanities,Intermediate Mandarin Chinese - Mandarin Background Track,Lower Division (1-99),[],"[5, 5]","Authentic and pedagogically prepared materials are used to further develop communication in culturally, socially, and linguistically appropriate manners for students with initial experience in Mandarin Chinese. Conducted in Mandarin using the Pinyin Romanization system, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'yypetsen']","{""OR"":[""CHINESE 2MA"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 2MA']",( CHINESE 2MA OR PLACEMENT EXAM or authorization ),['CHINESE 2MC'],,,,,CHINESE 2MB and CHINESE 2DB and CHINESE 2B may not be taken for full credit.,"CHINESE 2B, CHINESE 2DB.",,['GE VIII: International/Global Issues'],(VIII),[]
CHINESE2MC,CHINESE,2MC,School of Humanities,Intermediate Mandarin Chinese - Mandarin Background Track,Lower Division (1-99),[],"[5, 5]","Authentic and pedagogically prepared materials are used to further develop communication in culturally, socially, and linguistically appropriate manners for students with initial experience in Mandarin Chinese. Conducted in Mandarin using the Pinyin Romanization system, traditional and simplified Chinese characters.",Chinese,"['rhsieh', 'yypetsen']","{""OR"":[""CHINESE 2MB"",""PLACEMENT EXAM or authorization""]}","['PLACEMENT EXAM or authorization', 'CHINESE 2MB']",( CHINESE 2MB OR PLACEMENT EXAM or authorization ),['CHINESE 3A'],,,,,CHINESE 2MC and CHINESE 2DC and CHINESE 2C may not be taken for full credit.,"CHINESE 2C, CHINESE 2DC.",,['GE VIII: International/Global Issues'],(VIII),[]
CHINESE3A,CHINESE,3A,School of Humanities,Advanced Mandarin Chinese,Lower Division (1-99),[],"[4, 4]","A continuation of CHINESE 2A-CHINESE 2B-CHINESE 2C emphasizing conceptualization, self-expression and academic skills in Chinese. Authentic texts from modern Chinese prose and newspapers are used. Taught in Mandarin Chinese using both traditional and simplified forms of Chinese characters.",Chinese,"['rhsieh', 'jessic13', 'hjliu', 'yypetsen']","{""OR"":[""CHINESE 2C"",""CHINESE 2DC"",""CHINESE 2MC"",""PLACEMENT EXAM or authorization""]}","['CHINESE 2C', 'PLACEMENT EXAM or authorization', 'CHINESE 2MC', 'CHINESE 2DC']",( CHINESE 2C OR CHINESE 2DC OR CHINESE 2MC OR PLACEMENT EXAM or authorization ),['CHINESE 3B'],,,,,,,,['GE VIII: International/Global Issues'],(VIII),"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
